STT,MANGANH,TEN_NGANHCHUAN,MA_TO_HOP,tb_keys,TEN_TO_HOP,Gốc,Độ lệch
1,7140114,Quản lý giáo dục,"B03(TO-3,VA-3,SI-1)",7140114_B03,B03,,0
2,7140114,Quản lý giáo dục,"C01(TO-3,VA-3,LI-1)",7140114_C01,C01,,"1,62"
3,7140114,Quản lý giáo dục,"C02(TO-3,VA-3,HO-1)",7140114_C02,C02,,0
4,7140114,Quản lý giáo dục,"C03(TO-3,VA-3,SU-1)",7140114_C03,C03,,0
5,7140114,Quản lý giáo dục,"C04(TO-3,VA-3,DI-1)",7140114_C04,C04,,0
6,7140114,Quản lý giáo dục,"D01(TO-3,VA-3,N1-1)",7140114_D01,D01,Gốc,0
7,7140114,Quản lý giáo dục,"X01(TO-3,VA-3,KTPL-1)",7140114_X01,X01,,0
8,7140114,Quản lý giáo dục,"X02(TO-3,VA-3,TI-1)",7140114_X02,X02,,0
9,7140114,Quản lý giáo dục,"X03(TO-3,VA-3,CNCN-1)",7140114_X03,X03,,0
10,7140114,Quản lý giáo dục,"X04(TO-3,VA-3,CNNN-1)",7140114_X04,X04,,0
11,7140201,Giáo dục mầm non,"M01(NK1-1,NK2-1,VA-1)",7140201_M01,M01,Gốc,0
12,7140201,Giáo dục mầm non,"M02(NK1-1,TO-1,NK2-1)",7140201_M02,M02,,0
13,7140202,Giáo dục Tiểu học,"B03(TO-3,VA-3,SI-1)",7140202_B03,B03,,0
14,7140202,Giáo dục Tiểu học,"C01(TO-3,VA-3,LI-1)",7140202_C01,C01,Gốc,0
15,7140202,Giáo dục Tiểu học,"C02(TO-3,VA-3,HO-1)",7140202_C02,C02,,0
16,7140202,Giáo dục Tiểu học,"C03(TO-3,VA-3,SU-1)",7140202_C03,C03,,0
17,7140202,Giáo dục Tiểu học,"C04(TO-3,VA-3,DI-1)",7140202_C04,C04,,0
18,7140202,Giáo dục Tiểu học,"D01(TO-3,VA-3,N1-1)",7140202_D01,D01,,"-1,62"
19,7140202,Giáo dục Tiểu học,"X01(TO-3,VA-3,KTPL-1)",7140202_X01,X01,,0
20,7140202,Giáo dục Tiểu học,"X02(TO-3,VA-3,TI-1)",7140202_X02,X02,,0
21,7140202,Giáo dục Tiểu học,"X03(TO-3,VA-3,CNCN-1)",7140202_X03,X03,,0
22,7140202,Giáo dục Tiểu học,"X04(TO-3,VA-3,CNNN-1)",7140202_X04,X04,,0
23,7140205,Giáo dục Chính trị,"B03(TO-1,VA-3,SI-1)",7140205_B03,B03,,0
24,7140205,Giáo dục Chính trị,"C01(TO-1,VA-3,LI-1)",7140205_C01,C01,Gốc,0
25,7140205,Giáo dục Chính trị,"C02(TO-1,VA-3,HO-1)",7140205_C02,C02,,0
26,7140205,Giáo dục Chính trị,"C03(TO-1,VA-3,SU-1)",7140205_C03,C03,,0
27,7140205,Giáo dục Chính trị,"C04(TO-1,VA-3,DI-1)",7140205_C04,C04,,0
28,7140205,Giáo dục Chính trị,"D01(TO-1,VA-3,N1-1)",7140205_D01,D01,,"-1,62"
29,7140205,Giáo dục Chính trị,"X01(TO-1,VA-3,KTPL-1)",7140205_X01,X01,,0
30,7140205,Giáo dục Chính trị,"X02(TO-1,VA-3,TI-1)",7140205_X02,X02,,0
31,7140205,Giáo dục Chính trị,"X03(TO-1,VA-3,CNCN-1)",7140205_X03,X03,,0
32,7140205,Giáo dục Chính trị,"X04(TO-1,VA-3,CNNN-1)",7140205_X04,X04,,0
33,7140209,Sư phạm Toán học,"A00(TO-5,LI-1,HO-1)",7140209_A00,A00,Gốc,0
34,7140209,Sư phạm Toán học,"A01(TO-5,LI-1,N1-1)",7140209_A01,A01,,"-0,69"
35,7140209,Sư phạm Toán học,"A02(TO-5,LI-1,SI-1)",7140209_A02,A02,,0
36,7140209,Sư phạm Toán học,"A03(TO-5,LI-1,SU-1)",7140209_A03,A03,,0
37,7140209,Sư phạm Toán học,"A04(TO-5,LI-1,DI-1)",7140209_A04,A04,,0
38,7140209,Sư phạm Toán học,"A05(TO-5,HO-1,SU-1)",7140209_A05,A05,,0
39,7140209,Sư phạm Toán học,"A06(TO-5,HO-1,DI-1)",7140209_A06,A06,,0
40,7140209,Sư phạm Toán học,"A07(TO-5,SU-1,DI-1)",7140209_A07,A07,,0
41,7140209,Sư phạm Toán học,"B00(TO-5,HO-1,SI-1)",7140209_B00,B00,,"-1,21"
42,7140209,Sư phạm Toán học,"B01(TO-5,SI-1,SU-1)",7140209_B01,B01,,0
43,7140209,Sư phạm Toán học,"B02(TO-5,SI-1,DI-1)",7140209_B02,B02,,0
44,7140209,Sư phạm Toán học,"B03(TO-5,VA-1,SI-1)",7140209_B03,B03,,0
45,7140209,Sư phạm Toán học,"B08(TO-5,SI-1,N1-1)",7140209_B08,B08,,0
46,7140209,Sư phạm Toán học,"C01(TO-5,VA-1,LI-1)",7140209_C01,C01,,"0,94"
47,7140209,Sư phạm Toán học,"C02(TO-5,VA-1,HO-1)",7140209_C02,C02,,0
48,7140209,Sư phạm Toán học,"C03(TO-5,VA-1,SU-1)",7140209_C03,C03,,0
49,7140209,Sư phạm Toán học,"C04(TO-5,VA-1,DI-1)",7140209_C04,C04,,0
50,7140209,Sư phạm Toán học,"D01(TO-5,VA-1,N1-1)",7140209_D01,D01,,"-0,68"
51,7140209,Sư phạm Toán học,"D07(TO-5,HO-1,N1-1)",7140209_D07,D07,,"-1,62"
52,7140209,Sư phạm Toán học,"D09(TO-5,SU-1,N1-1)",7140209_D09,D09,,0
53,7140209,Sư phạm Toán học,"D10(TO-5,DI-1,N1-1)",7140209_D10,D10,,0
54,7140209,Sư phạm Toán học,"X01(TO-5,VA-1,KTPL-1)",7140209_X01,X01,,0
55,7140209,Sư phạm Toán học,"X02(TO-5,VA-1,TI-1)",7140209_X02,X02,,0
56,7140209,Sư phạm Toán học,"X03(TO-5,VA-1,CNCN-1)",7140209_X03,X03,,0
57,7140209,Sư phạm Toán học,"X04(TO-5,VA-1,CNNN-1)",7140209_X04,X04,,0
58,7140209,Sư phạm Toán học,"X05(TO-5,LI-1,KTPL-1)",7140209_X05,X05,,0
59,7140209,Sư phạm Toán học,"X06(TO-5,LI-1,TI-1)",7140209_X06,X06,,0
60,7140209,Sư phạm Toán học,"X07(TO-5,LI-1,CNCN-1)",7140209_X07,X07,,0
61,7140209,Sư phạm Toán học,"X08(TO-5,LI-1,CNNN-1)",7140209_X08,X08,,0
62,7140209,Sư phạm Toán học,"X09(TO-5,HO-1,KTPL-1)",7140209_X09,X09,,0
63,7140209,Sư phạm Toán học,"X10(TO-5,HO-1,TI-1)",7140209_X10,X10,,0
64,7140209,Sư phạm Toán học,"X11(TO-5,HO-1,CNCN-1)",7140209_X11,X11,,0
65,7140209,Sư phạm Toán học,"X12(TO-5,HO-1,CNNN-1)",7140209_X12,X12,,0
66,7140209,Sư phạm Toán học,"X13(TO-5,SI-1,KTPL-1)",7140209_X13,X13,,0
67,7140209,Sư phạm Toán học,"X14(TO-5,SI-1,TI-1)",7140209_X14,X14,,0
68,7140209,Sư phạm Toán học,"X15(TO-5,SI-1,CNCN-1)",7140209_X15,X15,,0
69,7140209,Sư phạm Toán học,"X16(TO-5,SI-1,CNNN-1)",7140209_X16,X16,,0
70,7140209,Sư phạm Toán học,"X17(TO-5,SU-1,KTPL-1)",7140209_X17,X17,,0
71,7140209,Sư phạm Toán học,"X18(TO-5,SU-1,TI-1)",7140209_X18,X18,,0
72,7140209,Sư phạm Toán học,"X19(TO-5,SU-1,CNCN-1)",7140209_X19,X19,,0
73,7140209,Sư phạm Toán học,"X20(TO-5,SU-1,CNNN-1)",7140209_X20,X20,,0
74,7140209,Sư phạm Toán học,"X21(TO-5,DI-1,KTPL-1)",7140209_X21,X21,,0
75,7140209,Sư phạm Toán học,"X22(TO-5,DI-1,TI-1)",7140209_X22,X22,,0
76,7140209,Sư phạm Toán học,"X23(TO-5,DI-1,CNCN-1)",7140209_X23,X23,,0
77,7140209,Sư phạm Toán học,"X24(TO-5,DI-1,CNNN-1)",7140209_X24,X24,,0
78,7140209,Sư phạm Toán học,"X25(TO-5,N1-1,KTPL-1)",7140209_X25,X25,,0
79,7140209,Sư phạm Toán học,"X26(TO-5,N1-1,TI-1)",7140209_X26,X26,,0
80,7140209,Sư phạm Toán học,"X27(TO-5,N1-1,CNCN-1)",7140209_X27,X27,,0
81,7140209,Sư phạm Toán học,"X28(TO-5,N1-1,CNNN-1)",7140209_X28,X28,,0
82,7140209,Sư phạm Toán học,"X53(TO-5,KTPL-1,TI-1)",7140209_X53,X53,,0
83,7140209,Sư phạm Toán học,"X54(TO-5,KTPL-1,CNCN-1)",7140209_X54,X54,,0
84,7140209,Sư phạm Toán học,"X55(TO-5,KTPL-1,CNNN-1)",7140209_X55,X55,,0
85,7140209,Sư phạm Toán học,"X56(TO-5,TI-1,CNCN-1)",7140209_X56,X56,,0
86,7140209,Sư phạm Toán học,"X57(TO-5,TI-1,CNNN-1)",7140209_X57,X57,,0
87,7140211,Sư phạm Vật lý,"A00(TO-3,LI-5,HO-1)",7140211_A00,A00,Gốc,0
88,7140211,Sư phạm Vật lý,"A01(TO-3,LI-5,N1-1)",7140211_A01,A01,,"-0,69"
89,7140211,Sư phạm Vật lý,"A02(TO-3,LI-5,SI-1)",7140211_A02,A02,,0
90,7140211,Sư phạm Vật lý,"A03(TO-3,LI-5,SU-1)",7140211_A03,A03,,0
91,7140211,Sư phạm Vật lý,"A04(TO-3,LI-5,DI-1)",7140211_A04,A04,,0
92,7140211,Sư phạm Vật lý,"C01(TO-3,VA-1,LI-5)",7140211_C01,C01,,"0,94"
93,7140211,Sư phạm Vật lý,"X05(TO-3,LI-5,KTPL-1)",7140211_X05,X05,,0
94,7140211,Sư phạm Vật lý,"X06(TO-3,LI-5,TI-1)",7140211_X06,X06,,0
95,7140211,Sư phạm Vật lý,"X07(TO-3,LI-5,CNCN-1)",7140211_X07,X07,,0
96,7140211,Sư phạm Vật lý,"X08(TO-3,LI-5,CNNN-1)",7140211_X08,X08,,0
97,7140212,Sư phạm Hoá học,"A00(TO-3,LI-1,HO-5)",7140212_A00,A00,Gốc,0
98,7140212,Sư phạm Hoá học,"A05(TO-3,HO-5,SU-1)",7140212_A05,A05,,0
99,7140212,Sư phạm Hoá học,"A06(TO-3,HO-5,DI-1)",7140212_A06,A06,,0
100,7140212,Sư phạm Hoá học,"B00(TO-3,HO-5,SI-1)",7140212_B00,B00,,"-1,21"
101,7140212,Sư phạm Hoá học,"C02(TO-3,VA-1,HO-5)",7140212_C02,C02,,0
102,7140212,Sư phạm Hoá học,"D07(TO-3,HO-5,N1-1)",7140212_D07,D07,,"-1,62"
103,7140212,Sư phạm Hoá học,"X09(TO-3,HO-5,KTPL-1)",7140212_X09,X09,,0
104,7140212,Sư phạm Hoá học,"X10(TO-3,HO-5,TI-1)",7140212_X10,X10,,0
105,7140212,Sư phạm Hoá học,"X11(TO-3,HO-5,CNCN-1)",7140212_X11,X11,,0
106,7140212,Sư phạm Hoá học,"X12(TO-3,HO-5,CNNN-1)",7140212_X12,X12,,0
107,7140213,Sư phạm Sinh học,"A02(TO-3,LI-1,SI-5)",7140213_A02,A02,,0
108,7140213,Sư phạm Sinh học,"B00(TO-3,HO-1,SI-5)",7140213_B00,B00,Gốc,0
109,7140213,Sư phạm Sinh học,"B01(TO-3,SI-5,SU-1)",7140213_B01,B01,,0
110,7140213,Sư phạm Sinh học,"B02(TO-3,SI-5,DI-1)",7140213_B02,B02,,0
111,7140213,Sư phạm Sinh học,"B03(TO-3,VA-1,SI-5)",7140213_B03,B03,,0
112,7140213,Sư phạm Sinh học,"B08(TO-3,SI-5,N1-1)",7140213_B08,B08,,0
113,7140213,Sư phạm Sinh học,"X13(TO-3,SI-5,KTPL-1)",7140213_X13,X13,,0
114,7140213,Sư phạm Sinh học,"X14(TO-3,SI-5,TI-1)",7140213_X14,X14,,0
115,7140213,Sư phạm Sinh học,"X15(TO-3,SI-5,CNCN-1)",7140213_X15,X15,,0
116,7140213,Sư phạm Sinh học,"X16(TO-3,SI-5,CNNN-1)",7140213_X16,X16,,0
117,7140217,Sư phạm Ngữ văn,"B03(TO-1,VA-5,SI-1)",7140217_B03,B03,,0
118,7140217,Sư phạm Ngữ văn,"C01(TO-1,VA-5,LI-1)",7140217_C01,C01,Gốc,0
119,7140217,Sư phạm Ngữ văn,"C02(TO-1,VA-5,HO-1)",7140217_C02,C02,,0
120,7140217,Sư phạm Ngữ văn,"C03(TO-1,VA-5,SU-1)",7140217_C03,C03,,0
121,7140217,Sư phạm Ngữ văn,"C04(TO-1,VA-5,DI-1)",7140217_C04,C04,,0
122,7140217,Sư phạm Ngữ văn,"D01(TO-1,VA-5,N1-1)",7140217_D01,D01,,"-1,62"
123,7140217,Sư phạm Ngữ văn,"X01(TO-1,VA-5,KTPL-1)",7140217_X01,X01,,0
124,7140217,Sư phạm Ngữ văn,"X02(TO-1,VA-5,TI-1)",7140217_X02,X02,,0
125,7140217,Sư phạm Ngữ văn,"X03(TO-1,VA-5,CNCN-1)",7140217_X03,X03,,0
126,7140217,Sư phạm Ngữ văn,"X04(TO-1,VA-5,CNNN-1)",7140217_X04,X04,,0
127,7140218,Sư phạm Lịch sử,"C00(VA-3,SU-5,DI-1)",7140218_C00,C00,Gốc,0
128,7140218,Sư phạm Lịch sử,"C03(TO-1,VA-3,SU-5)",7140218_C03,C03,,0
129,7140218,Sư phạm Lịch sử,"C07(VA-3,LI-1,SU-5)",7140218_C07,C07,,0
130,7140218,Sư phạm Lịch sử,"C10(VA-3,HO-1,SU-5)",7140218_C10,C10,,0
131,7140218,Sư phạm Lịch sử,"C12(VA-3,SI-1,SU-5)",7140218_C12,C12,,0
132,7140218,Sư phạm Lịch sử,"D14(VA-3,SU-5,N1-1)",7140218_D14,D14,,0
133,7140218,Sư phạm Lịch sử,"X70(VA-3,SU-5,KTPL-1)",7140218_X70,X70,,0
134,7140218,Sư phạm Lịch sử,"X71(VA-3,SU-5,TI-1)",7140218_X71,X71,,0
135,7140218,Sư phạm Lịch sử,"X72(VA-3,SU-5,CNCN-1)",7140218_X72,X72,,0
136,7140218,Sư phạm Lịch sử,"X73(VA-3,SU-5,CNNN-1)",7140218_X73,X73,,0
137,7140219,Sư phạm Địa lý,"C00(VA-3,SU-1,DI-5)",7140219_C00,C00,Gốc,0
138,7140219,Sư phạm Địa lý,"C04(TO-1,VA-3,DI-5)",7140219_C04,C04,,0
139,7140219,Sư phạm Địa lý,"C09(VA-3,LI-1,DI-5)",7140219_C09,C09,,0
140,7140219,Sư phạm Địa lý,"C11(VA-3,HO-1,DI-5)",7140219_C11,C11,,0
141,7140219,Sư phạm Địa lý,"C13(VA-3,SI-1,DI-5)",7140219_C13,C13,,0
142,7140219,Sư phạm Địa lý,"D15(VA-3,DI-5,N1-1)",7140219_D15,D15,,0
143,7140219,Sư phạm Địa lý,"X74(VA-3,DI-5,KTPL-1)",7140219_X74,X74,,0
144,7140219,Sư phạm Địa lý,"X75(VA-3,DI-5,TI-1)",7140219_X75,X75,,0
145,7140219,Sư phạm Địa lý,"X76(VA-3,DI-5,CNCN-1)",7140219_X76,X76,,0
146,7140219,Sư phạm Địa lý,"X77(VA-3,DI-5,CNNN-1)",7140219_X77,X77,,0
147,7140221,Sư phạm Âm nhạc,"N01(VA-1,NK5-1,NK6-1)",7140221_N01,N01,Gốc,0
148,7140222,Sư phạm Mỹ thuật,"H00(VA-1,NK3-1,NK4-1)",7140222_H00,H00,Gốc,0
149,7140231,Sư phạm Tiếng Anh,"A01(TO-3,LI-1,N1-4)",7140231_A01,A01,,"-0,01"
150,7140231,Sư phạm Tiếng Anh,"B08(TO-3,SI-1,N1-4)",7140231_B08,B08,,0
151,7140231,Sư phạm Tiếng Anh,"D01(TO-3,VA-3,N1-4)",7140231_D01,D01,Gốc,0
152,7140231,Sư phạm Tiếng Anh,"D07(TO-3,HO-1,N1-4)",7140231_D07,D07,,"-0,94"
153,7140231,Sư phạm Tiếng Anh,"D09(TO-3,SU-1,N1-4)",7140231_D09,D09,,0
154,7140231,Sư phạm Tiếng Anh,"D10(TO-3,DI-1,N1-4)",7140231_D10,D10,,0
155,7140231,Sư phạm Tiếng Anh,"D11(VA-3,LI-1,N1-4)",7140231_D11,D11,,0
156,7140231,Sư phạm Tiếng Anh,"D12(VA-3,HO-1,N1-4)",7140231_D12,D12,,0
157,7140231,Sư phạm Tiếng Anh,"D13(VA-3,SI-1,N1-4)",7140231_D13,D13,,0
158,7140231,Sư phạm Tiếng Anh,"D14(VA-3,SU-1,N1-4)",7140231_D14,D14,,0
159,7140231,Sư phạm Tiếng Anh,"D15(VA-3,DI-1,N1-4)",7140231_D15,D15,,0
160,7140231,Sư phạm Tiếng Anh,"X25(TO-3,N1-4,KTPL-1)",7140231_X25,X25,,0
161,7140231,Sư phạm Tiếng Anh,"X26(TO-3,N1-4,TI-1)",7140231_X26,X26,,0
162,7140231,Sư phạm Tiếng Anh,"X27(TO-3,N1-4,CNCN-1)",7140231_X27,X27,,0
163,7140231,Sư phạm Tiếng Anh,"X28(TO-3,N1-4,CNNN-1)",7140231_X28,X28,,0
164,7140231,Sư phạm Tiếng Anh,"X78(VA-3,N1-4,KTPL-1)",7140231_X78,X78,,0
165,7140231,Sư phạm Tiếng Anh,"X79(VA-3,N1-4,TI-1)",7140231_X79,X79,,0
166,7140231,Sư phạm Tiếng Anh,"X80(VA-3,N1-4,CNCN-1)",7140231_X80,X80,,0
167,7140231,Sư phạm Tiếng Anh,"X81(VA-3,N1-4,CNNN-1)",7140231_X81,X81,,0
168,7140247,Sư phạm khoa học tự nhiên,"A00(TO-5,LI-3,HO-3)",7140247_A00,A00,Gốc,0
169,7140247,Sư phạm khoa học tự nhiên,"A01(TO-5,LI-3,N1-1)",7140247_A01,A01,,"-0,69"
170,7140247,Sư phạm khoa học tự nhiên,"A02(TO-5,LI-3,SI-3)",7140247_A02,A02,,0
171,7140247,Sư phạm khoa học tự nhiên,"A03(TO-5,LI-3,SU-1)",7140247_A03,A03,,0
172,7140247,Sư phạm khoa học tự nhiên,"A04(TO-5,LI-3,DI-1)",7140247_A04,A04,,0
173,7140247,Sư phạm khoa học tự nhiên,"A05(TO-5,HO-3,SU-1)",7140247_A05,A05,,0
174,7140247,Sư phạm khoa học tự nhiên,"A06(TO-5,HO-3,DI-1)",7140247_A06,A06,,0
175,7140247,Sư phạm khoa học tự nhiên,"B00(TO-5,HO-3,SI-3)",7140247_B00,B00,,"-1,21"
176,7140247,Sư phạm khoa học tự nhiên,"B01(TO-5,SI-3,SU-1)",7140247_B01,B01,,0
177,7140247,Sư phạm khoa học tự nhiên,"B02(TO-5,SI-3,DI-1)",7140247_B02,B02,,0
178,7140247,Sư phạm khoa học tự nhiên,"B03(TO-5,VA-1,SI-3)",7140247_B03,B03,,0
179,7140247,Sư phạm khoa học tự nhiên,"B08(TO-5,SI-3,N1-1)",7140247_B08,B08,,0
180,7140247,Sư phạm khoa học tự nhiên,"C01(TO-5,VA-1,LI-3)",7140247_C01,C01,,"0,94"
181,7140247,Sư phạm khoa học tự nhiên,"C02(TO-5,VA-1,HO-3)",7140247_C02,C02,,0
182,7140247,Sư phạm khoa học tự nhiên,"D07(TO-5,HO-3,N1-1)",7140247_D07,D07,,"-1,62"
183,7140247,Sư phạm khoa học tự nhiên,"X05(TO-5,LI-3,KTPL-1)",7140247_X05,X05,,0
184,7140247,Sư phạm khoa học tự nhiên,"X06(TO-5,LI-3,TI-1)",7140247_X06,X06,,0
185,7140247,Sư phạm khoa học tự nhiên,"X07(TO-5,LI-3,CNCN-1)",7140247_X07,X07,,0
186,7140247,Sư phạm khoa học tự nhiên,"X08(TO-5,LI-3,CNNN-1)",7140247_X08,X08,,0
187,7140247,Sư phạm khoa học tự nhiên,"X09(TO-5,HO-3,KTPL-1)",7140247_X09,X09,,0
188,7140247,Sư phạm khoa học tự nhiên,"X10(TO-5,HO-3,TI-1)",7140247_X10,X10,,0
189,7140247,Sư phạm khoa học tự nhiên,"X11(TO-5,HO-3,CNCN-1)",7140247_X11,X11,,0
190,7140247,Sư phạm khoa học tự nhiên,"X12(TO-5,HO-3,CNNN-1)",7140247_X12,X12,,0
191,7140247,Sư phạm khoa học tự nhiên,"X13(TO-5,SI-3,KTPL-1)",7140247_X13,X13,,0
192,7140247,Sư phạm khoa học tự nhiên,"X14(TO-5,SI-3,TI-1)",7140247_X14,X14,,0
193,7140247,Sư phạm khoa học tự nhiên,"X15(TO-5,SI-3,CNCN-1)",7140247_X15,X15,,0
194,7140247,Sư phạm khoa học tự nhiên,"X16(TO-5,SI-3,CNNN-1)",7140247_X16,X16,,0
195,7140249,Sư phạm Lịch sử - Địa lí,"C00(VA-5,SU-3,DI-3)",7140249_C00,C00,Gốc,0
196,7140249,Sư phạm Lịch sử - Địa lí,"C03(TO-1,VA-5,SU-3)",7140249_C03,C03,,0
197,7140249,Sư phạm Lịch sử - Địa lí,"C04(TO-1,VA-5,DI-3)",7140249_C04,C04,,0
198,7140249,Sư phạm Lịch sử - Địa lí,"C07(VA-5,LI-1,SU-3)",7140249_C07,C07,,0
199,7140249,Sư phạm Lịch sử - Địa lí,"C09(VA-5,LI-1,DI-3)",7140249_C09,C09,,0
200,7140249,Sư phạm Lịch sử - Địa lí,"C10(VA-5,HO-1,SU-3)",7140249_C10,C10,,0
201,7140249,Sư phạm Lịch sử - Địa lí,"C11(VA-5,HO-1,DI-3)",7140249_C11,C11,,0
202,7140249,Sư phạm Lịch sử - Địa lí,"C12(VA-5,SI-1,SU-3)",7140249_C12,C12,,0
203,7140249,Sư phạm Lịch sử - Địa lí,"C13(VA-5,SI-1,DI-3)",7140249_C13,C13,,0
204,7140249,Sư phạm Lịch sử - Địa lí,"D14(VA-5,SU-3,N1-1)",7140249_D14,D14,,0
205,7140249,Sư phạm Lịch sử - Địa lí,"D15(VA-5,DI-3,N1-1)",7140249_D15,D15,,0
206,7140249,Sư phạm Lịch sử - Địa lí,"X70(VA-5,SU-3,KTPL-1)",7140249_X70,X70,,0
207,7140249,Sư phạm Lịch sử - Địa lí,"X71(VA-5,SU-3,TI-1)",7140249_X71,X71,,0
208,7140249,Sư phạm Lịch sử - Địa lí,"X72(VA-5,SU-3,CNCN-1)",7140249_X72,X72,,0
209,7140249,Sư phạm Lịch sử - Địa lí,"X73(VA-5,SU-3,CNNN-1)",7140249_X73,X73,,0
210,7140249,Sư phạm Lịch sử - Địa lí,"X74(VA-5,DI-3,KTPL-1)",7140249_X74,X74,,0
211,7140249,Sư phạm Lịch sử - Địa lí,"X75(VA-5,DI-3,TI-1)",7140249_X75,X75,,0
212,7140249,Sư phạm Lịch sử - Địa lí,"X76(VA-5,DI-3,CNCN-1)",7140249_X76,X76,,0
213,7140249,Sư phạm Lịch sử - Địa lí,"X77(VA-5,DI-3,CNNN-1)",7140249_X77,X77,,0
214,7220201,Ngôn ngữ Anh,"A01(TO-3,LI-1,N1-4)",7220201_A01,A01,,"-0,01"
215,7220201,Ngôn ngữ Anh,"B08(TO-3,SI-1,N1-4)",7220201_B08,B08,,0
216,7220201,Ngôn ngữ Anh,"D01(TO-3,VA-3,N1-4)",7220201_D01,D01,Gốc,0
217,7220201,Ngôn ngữ Anh,"D07(TO-3,HO-1,N1-4)",7220201_D07,D07,,"-0,94"
218,7220201,Ngôn ngữ Anh,"D09(TO-3,SU-1,N1-4)",7220201_D09,D09,,0
219,7220201,Ngôn ngữ Anh,"D10(TO-3,DI-1,N1-4)",7220201_D10,D10,,0
220,7220201,Ngôn ngữ Anh,"D11(VA-3,LI-1,N1-4)",7220201_D11,D11,,0
221,7220201,Ngôn ngữ Anh,"D12(VA-3,HO-1,N1-4)",7220201_D12,D12,,0
222,7220201,Ngôn ngữ Anh,"D13(VA-3,SI-1,N1-4)",7220201_D13,D13,,0
223,7220201,Ngôn ngữ Anh,"D14(VA-3,SU-1,N1-4)",7220201_D14,D14,,0
224,7220201,Ngôn ngữ Anh,"D15(VA-3,DI-1,N1-4)",7220201_D15,D15,,0
225,7220201,Ngôn ngữ Anh,"X25(TO-3,N1-4,KTPL-1)",7220201_X25,X25,,0
226,7220201,Ngôn ngữ Anh,"X26(TO-3,N1-4,TI-1)",7220201_X26,X26,,0
227,7220201,Ngôn ngữ Anh,"X27(TO-3,N1-4,CNCN-1)",7220201_X27,X27,,0
228,7220201,Ngôn ngữ Anh,"X28(TO-3,N1-4,CNNN-1)",7220201_X28,X28,,0
229,7220201,Ngôn ngữ Anh,"X78(VA-3,N1-4,KTPL-1)",7220201_X78,X78,,0
230,7220201,Ngôn ngữ Anh,"X79(VA-3,N1-4,TI-1)",7220201_X79,X79,,0
231,7220201,Ngôn ngữ Anh,"X80(VA-3,N1-4,CNCN-1)",7220201_X80,X80,,0
232,7220201,Ngôn ngữ Anh,"X81(VA-3,N1-4,CNNN-1)",7220201_X81,X81,,0
233,7229010,Lịch sử,"C00(VA-3,SU-5,DI-1)",7229010_C00,C00,Gốc,0
234,7229010,Lịch sử,"C03(TO-1,VA-3,SU-5)",7229010_C03,C03,,0
235,7229010,Lịch sử,"C07(VA-3,LI-1,SU-5)",7229010_C07,C07,,0
236,7229010,Lịch sử,"C10(VA-3,HO-1,SU-5)",7229010_C10,C10,,0
237,7229010,Lịch sử,"C12(VA-3,SI-1,SU-5)",7229010_C12,C12,,0
238,7229010,Lịch sử,"D14(VA-3,SU-5,N1-1)",7229010_D14,D14,,0
239,7229010,Lịch sử,"X70(VA-3,SU-5,KTPL-1)",7229010_X70,X70,,0
240,7229010,Lịch sử,"X71(VA-3,SU-5,TI-1)",7229010_X71,X71,,0
241,7229010,Lịch sử,"X72(VA-3,SU-5,CNCN-1)",7229010_X72,X72,,0
242,7229010,Lịch sử,"X73(VA-3,SU-5,CNNN-1)",7229010_X73,X73,,0
243,7310401,Tâm lý học,"B03(TO-3,VA-3,SI-1)",7310401_B03,B03,,0
244,7310401,Tâm lý học,"C01(TO-3,VA-3,LI-1)",7310401_C01,C01,,"1,62"
245,7310401,Tâm lý học,"C02(TO-3,VA-3,HO-1)",7310401_C02,C02,,0
246,7310401,Tâm lý học,"C03(TO-3,VA-3,SU-1)",7310401_C03,C03,,0
247,7310401,Tâm lý học,"C04(TO-3,VA-3,DI-1)",7310401_C04,C04,,0
248,7310401,Tâm lý học,"D01(TO-3,VA-3,N1-1)",7310401_D01,D01,Gốc,0
249,7310401,Tâm lý học,"X01(TO-3,VA-3,KTPL-1)",7310401_X01,X01,,0
250,7310401,Tâm lý học,"X02(TO-3,VA-3,TI-1)",7310401_X02,X02,,0
251,7310401,Tâm lý học,"X03(TO-3,VA-3,CNCN-1)",7310401_X03,X03,,0
252,7310401,Tâm lý học,"X04(TO-3,VA-3,CNNN-1)",7310401_X04,X04,,0
253,7310501,Địa lý học,"C00(VA-3,SU-1,DI-5)",7310501_C00,C00,Gốc,0
254,7310501,Địa lý học,"C04(TO-1,VA-3,DI-5)",7310501_C04,C04,,0
255,7310501,Địa lý học,"C09(VA-3,LI-1,DI-5)",7310501_C09,C09,,0
256,7310501,Địa lý học,"C11(VA-3,HO-1,DI-5)",7310501_C11,C11,,0
257,7310501,Địa lý học,"C13(VA-3,SI-1,DI-5)",7310501_C13,C13,,0
258,7310501,Địa lý học,"D15(VA-3,DI-5,N1-1)",7310501_D15,D15,,0
259,7310501,Địa lý học,"X74(VA-3,DI-5,KTPL-1)",7310501_X74,X74,,0
260,7310501,Địa lý học,"X75(VA-3,DI-5,TI-1)",7310501_X75,X75,,0
261,7310501,Địa lý học,"X76(VA-3,DI-5,CNCN-1)",7310501_X76,X76,,0
262,7310501,Địa lý học,"X77(VA-3,DI-5,CNNN-1)",7310501_X77,X77,,0
