STT,MANGANH,TEN_NGANHCHUAN,MA_TO_HOP,tb_keys,TEN_TO_HOP,Gốc,Độ lệch
1088,7510406,Công nghệ kỹ thuật môi trường,"X09(TO-5,HO-1,KTPL-1)",7510406_X09,X09,,0
1089,7510406,Công nghệ kỹ thuật môi trường,"X10(TO-5,HO-1,TI-1)",7510406_X10,X10,,0
1090,7510406,Công nghệ kỹ thuật môi trường,"X11(TO-5,HO-1,CNCN-1)",7510406_X11,X11,,0
1091,7510406,Công nghệ kỹ thuật môi trường,"X12(TO-5,HO-1,CNNN-1)",7510406_X12,X12,,0
1092,7510406,Công nghệ kỹ thuật môi trường,"X13(TO-5,SI-1,KTPL-1)",7510406_X13,X13,,0
1093,7510406,Công nghệ kỹ thuật môi trường,"X14(TO-5,SI-1,TI-1)",7510406_X14,X14,,0
1094,7510406,Công nghệ kỹ thuật môi trường,"X15(TO-5,SI-1,CNCN-1)",7510406_X15,X15,,0
1095,7510406,Công nghệ kỹ thuật môi trường,"X16(TO-5,SI-1,CNNN-1)",7510406_X16,X16,,0
1096,7510406,Công nghệ kỹ thuật môi trường,"X17(TO-5,SU-1,KTPL-1)",7510406_X17,X17,,0
1097,7510406,Công nghệ kỹ thuật môi trường,"X18(TO-5,SU-1,TI-1)",7510406_X18,X18,,0
1098,7510406,Công nghệ kỹ thuật môi trường,"X19(TO-5,SU-1,CNCN-1)",7510406_X19,X19,,0
1099,7510406,Công nghệ kỹ thuật môi trường,"X20(TO-5,SU-1,CNNN-1)",7510406_X20,X20,,0
1100,7510406,Công nghệ kỹ thuật môi trường,"X21(TO-5,DI-1,KTPL-1)",7510406_X21,X21,,0
1101,7510406,Công nghệ kỹ thuật môi trường,"X22(TO-5,DI-1,TI-1)",7510406_X22,X22,,0
1102,7510406,Công nghệ kỹ thuật môi trường,"X23(TO-5,DI-1,CNCN-1)",7510406_X23,X23,,0
1103,7510406,Công nghệ kỹ thuật môi trường,"X24(TO-5,DI-1,CNNN-1)",7510406_X24,X24,,0
1104,7510406,Công nghệ kỹ thuật môi trường,"X25(TO-5,N1-1,KTPL-1)",7510406_X25,X25,,0
1105,7510406,Công nghệ kỹ thuật môi trường,"X26(TO-5,N1-1,TI-1)",7510406_X26,X26,,0
1106,7510406,Công nghệ kỹ thuật môi trường,"X27(TO-5,N1-1,CNCN-1)",7510406_X27,X27,,0
1107,7510406,Công nghệ kỹ thuật môi trường,"X28(TO-5,N1-1,CNNN-1)",7510406_X28,X28,,0
1108,7510406,Công nghệ kỹ thuật môi trường,"X53(TO-5,KTPL-1,TI-1)",7510406_X53,X53,,0
1109,7510406,Công nghệ kỹ thuật môi trường,"X54(TO-5,KTPL-1,CNCN-1)",7510406_X54,X54,,0
1110,7510406,Công nghệ kỹ thuật môi trường,"X55(TO-5,KTPL-1,CNNN-1)",7510406_X55,X55,,0
1111,7510406,Công nghệ kỹ thuật môi trường,"X56(TO-5,TI-1,CNCN-1)",7510406_X56,X56,,0
1112,7510406,Công nghệ kỹ thuật môi trường,"X57(TO-5,TI-1,CNNN-1)",7510406_X57,X57,,0
1113,7520201,Kỹ thuật điện,"A00(TO-5,LI-1,HO-1)",7520201_A00,A00,,"0,69"
1114,7520201,Kỹ thuật điện,"A01(TO-5,LI-1,N1-1)",7520201_A01,A01,Gốc,0
1115,7520201,Kỹ thuật điện,"A02(TO-5,LI-1,SI-1)",7520201_A02,A02,,0
1116,7520201,Kỹ thuật điện,"A03(TO-5,LI-1,SU-1)",7520201_A03,A03,,0
1117,7520201,Kỹ thuật điện,"A04(TO-5,LI-1,DI-1)",7520201_A04,A04,,0
1118,7520201,Kỹ thuật điện,"A05(TO-5,HO-1,SU-1)",7520201_A05,A05,,0
1119,7520201,Kỹ thuật điện,"A06(TO-5,HO-1,DI-1)",7520201_A06,A06,,0
1120,7520201,Kỹ thuật điện,"A07(TO-5,SU-1,DI-1)",7520201_A07,A07,,0
1121,7520201,Kỹ thuật điện,"B00(TO-5,HO-1,SI-1)",7520201_B00,B00,,"-0,52"
1122,7520201,Kỹ thuật điện,"B01(TO-5,SI-1,SU-1)",7520201_B01,B01,,0
1123,7520201,Kỹ thuật điện,"B02(TO-5,SI-1,DI-1)",7520201_B02,B02,,0
1124,7520201,Kỹ thuật điện,"B03(TO-5,VA-1,SI-1)",7520201_B03,B03,,0
1125,7520201,Kỹ thuật điện,"B08(TO-5,SI-1,N1-1)",7520201_B08,B08,,0
1126,7520201,Kỹ thuật điện,"C01(TO-5,VA-1,LI-1)",7520201_C01,C01,,"1,63"
1127,7520201,Kỹ thuật điện,"C02(TO-5,VA-1,HO-1)",7520201_C02,C02,,0
1128,7520201,Kỹ thuật điện,"C03(TO-5,VA-1,SU-1)",7520201_C03,C03,,0
1129,7520201,Kỹ thuật điện,"C04(TO-5,VA-1,DI-1)",7520201_C04,C04,,0
1130,7520201,Kỹ thuật điện,"D01(TO-5,VA-1,N1-1)",7520201_D01,D01,,"0,01"
1131,7520201,Kỹ thuật điện,"D07(TO-5,HO-1,N1-1)",7520201_D07,D07,,"-0,93"
1132,7520201,Kỹ thuật điện,"D09(TO-5,SU-1,N1-1)",7520201_D09,D09,,0
1133,7520201,Kỹ thuật điện,"D10(TO-5,DI-1,N1-1)",7520201_D10,D10,,0
1134,7520201,Kỹ thuật điện,"X01(TO-5,VA-1,KTPL-1)",7520201_X01,X01,,0
1135,7520201,Kỹ thuật điện,"X02(TO-5,VA-1,TI-1)",7520201_X02,X02,,0
1136,7520201,Kỹ thuật điện,"X03(TO-5,VA-1,CNCN-1)",7520201_X03,X03,,0
1137,7520201,Kỹ thuật điện,"X04(TO-5,VA-1,CNNN-1)",7520201_X04,X04,,0
1138,7520201,Kỹ thuật điện,"X05(TO-5,LI-1,KTPL-1)",7520201_X05,X05,,0
1139,7520201,Kỹ thuật điện,"X06(TO-5,LI-1,TI-1)",7520201_X06,X06,,0
1140,7520201,Kỹ thuật điện,"X07(TO-5,LI-1,CNCN-1)",7520201_X07,X07,,0
1141,7520201,Kỹ thuật điện,"X08(TO-5,LI-1,CNNN-1)",7520201_X08,X08,,0
1142,7520201,Kỹ thuật điện,"X09(TO-5,HO-1,KTPL-1)",7520201_X09,X09,,0
1143,7520201,Kỹ thuật điện,"X10(TO-5,HO-1,TI-1)",7520201_X10,X10,,0
1144,7520201,Kỹ thuật điện,"X11(TO-5,HO-1,CNCN-1)",7520201_X11,X11,,0
1145,7520201,Kỹ thuật điện,"X12(TO-5,HO-1,CNNN-1)",7520201_X12,X12,,0
1146,7520201,Kỹ thuật điện,"X13(TO-5,SI-1,KTPL-1)",7520201_X13,X13,,0
1147,7520201,Kỹ thuật điện,"X14(TO-5,SI-1,TI-1)",7520201_X14,X14,,0
1148,7520201,Kỹ thuật điện,"X15(TO-5,SI-1,CNCN-1)",7520201_X15,X15,,0
1149,7520201,Kỹ thuật điện,"X16(TO-5,SI-1,CNNN-1)",7520201_X16,X16,,0
1150,7520201,Kỹ thuật điện,"X17(TO-5,SU-1,KTPL-1)",7520201_X17,X17,,0
1151,7520201,Kỹ thuật điện,"X18(TO-5,SU-1,TI-1)",7520201_X18,X18,,0
1152,7520201,Kỹ thuật điện,"X19(TO-5,SU-1,CNCN-1)",7520201_X19,X19,,0
1153,7520201,Kỹ thuật điện,"X20(TO-5,SU-1,CNNN-1)",7520201_X20,X20,,0
1154,7520201,Kỹ thuật điện,"X21(TO-5,DI-1,KTPL-1)",7520201_X21,X21,,0
1155,7520201,Kỹ thuật điện,"X22(TO-5,DI-1,TI-1)",7520201_X22,X22,,0
1156,7520201,Kỹ thuật điện,"X23(TO-5,DI-1,CNCN-1)",7520201_X23,X23,,0
1157,7520201,Kỹ thuật điện,"X24(TO-5,DI-1,CNNN-1)",7520201_X24,X24,,0
1158,7520201,Kỹ thuật điện,"X25(TO-5,N1-1,KTPL-1)",7520201_X25,X25,,0
1159,7520201,Kỹ thuật điện,"X26(TO-5,N1-1,TI-1)",7520201_X26,X26,,0
1160,7520201,Kỹ thuật điện,"X27(TO-5,N1-1,CNCN-1)",7520201_X27,X27,,0
1161,7520201,Kỹ thuật điện,"X28(TO-5,N1-1,CNNN-1)",7520201_X28,X28,,0
1162,7520201,Kỹ thuật điện,"X53(TO-5,KTPL-1,TI-1)",7520201_X53,X53,,0
1163,7520201,Kỹ thuật điện,"X54(TO-5,KTPL-1,CNCN-1)",7520201_X54,X54,,0
1164,7520201,Kỹ thuật điện,"X55(TO-5,KTPL-1,CNNN-1)",7520201_X55,X55,,0
1165,7520201,Kỹ thuật điện,"X56(TO-5,TI-1,CNCN-1)",7520201_X56,X56,,0
1166,7520201,Kỹ thuật điện,"X57(TO-5,TI-1,CNNN-1)",7520201_X57,X57,,0
1167,7520207,Kỹ thuật điện tử - viễn thông,"A00(TO-5,LI-1,HO-1)",7520207_A00,A00,,"0,69"
1168,7520207,Kỹ thuật điện tử - viễn thông,"A01(TO-5,LI-1,N1-1)",7520207_A01,A01,Gốc,0
1169,7520207,Kỹ thuật điện tử - viễn thông,"A02(TO-5,LI-1,SI-1)",7520207_A02,A02,,0
1170,7520207,Kỹ thuật điện tử - viễn thông,"A03(TO-5,LI-1,SU-1)",7520207_A03,A03,,0
1171,7520207,Kỹ thuật điện tử - viễn thông,"A04(TO-5,LI-1,DI-1)",7520207_A04,A04,,0
1172,7520207,Kỹ thuật điện tử - viễn thông,"A05(TO-5,HO-1,SU-1)",7520207_A05,A05,,0
1173,7520207,Kỹ thuật điện tử - viễn thông,"A06(TO-5,HO-1,DI-1)",7520207_A06,A06,,0
1174,7520207,Kỹ thuật điện tử - viễn thông,"A07(TO-5,SU-1,DI-1)",7520207_A07,A07,,0
1175,7520207,Kỹ thuật điện tử - viễn thông,"B00(TO-5,HO-1,SI-1)",7520207_B00,B00,,"-0,52"
1176,7520207,Kỹ thuật điện tử - viễn thông,"B01(TO-5,SI-1,SU-1)",7520207_B01,B01,,0
1177,7520207,Kỹ thuật điện tử - viễn thông,"B02(TO-5,SI-1,DI-1)",7520207_B02,B02,,0
1178,7520207,Kỹ thuật điện tử - viễn thông,"B03(TO-5,VA-1,SI-1)",7520207_B03,B03,,0
1179,7520207,Kỹ thuật điện tử - viễn thông,"B08(TO-5,SI-1,N1-1)",7520207_B08,B08,,0
1180,7520207,Kỹ thuật điện tử - viễn thông,"C01(TO-5,VA-1,LI-1)",7520207_C01,C01,,"1,63"
1181,7520207,Kỹ thuật điện tử - viễn thông,"C02(TO-5,VA-1,HO-1)",7520207_C02,C02,,0
1182,7520207,Kỹ thuật điện tử - viễn thông,"C03(TO-5,VA-1,SU-1)",7520207_C03,C03,,0
1183,7520207,Kỹ thuật điện tử - viễn thông,"C04(TO-5,VA-1,DI-1)",7520207_C04,C04,,0
1184,7520207,Kỹ thuật điện tử - viễn thông,"D01(TO-5,VA-1,N1-1)",7520207_D01,D01,,"0,01"
1185,7520207,Kỹ thuật điện tử - viễn thông,"D07(TO-5,HO-1,N1-1)",7520207_D07,D07,,"-0,93"
1186,7520207,Kỹ thuật điện tử - viễn thông,"D09(TO-5,SU-1,N1-1)",7520207_D09,D09,,0
1187,7520207,Kỹ thuật điện tử - viễn thông,"D10(TO-5,DI-1,N1-1)",7520207_D10,D10,,0
1188,7520207,Kỹ thuật điện tử - viễn thông,"X01(TO-5,VA-1,KTPL-1)",7520207_X01,X01,,0
1189,7520207,Kỹ thuật điện tử - viễn thông,"X02(TO-5,VA-1,TI-1)",7520207_X02,X02,,0
1190,7520207,Kỹ thuật điện tử - viễn thông,"X03(TO-5,VA-1,CNCN-1)",7520207_X03,X03,,0
1191,7520207,Kỹ thuật điện tử - viễn thông,"X04(TO-5,VA-1,CNNN-1)",7520207_X04,X04,,0
1192,7520207,Kỹ thuật điện tử - viễn thông,"X05(TO-5,LI-1,KTPL-1)",7520207_X05,X05,,0
1193,7520207,Kỹ thuật điện tử - viễn thông,"X06(TO-5,LI-1,TI-1)",7520207_X06,X06,,0
1194,7520207,Kỹ thuật điện tử - viễn thông,"X07(TO-5,LI-1,CNCN-1)",7520207_X07,X07,,0
1195,7520207,Kỹ thuật điện tử - viễn thông,"X08(TO-5,LI-1,CNNN-1)",7520207_X08,X08,,0
1196,7520207,Kỹ thuật điện tử - viễn thông,"X09(TO-5,HO-1,KTPL-1)",7520207_X09,X09,,0
1197,7520207,Kỹ thuật điện tử - viễn thông,"X10(TO-5,HO-1,TI-1)",7520207_X10,X10,,0
1198,7520207,Kỹ thuật điện tử - viễn thông,"X11(TO-5,HO-1,CNCN-1)",7520207_X11,X11,,0
1199,7520207,Kỹ thuật điện tử - viễn thông,"X12(TO-5,HO-1,CNNN-1)",7520207_X12,X12,,0
1200,7520207,Kỹ thuật điện tử - viễn thông,"X13(TO-5,SI-1,KTPL-1)",7520207_X13,X13,,0
1201,7520207,Kỹ thuật điện tử - viễn thông,"X14(TO-5,SI-1,TI-1)",7520207_X14,X14,,0
1202,7520207,Kỹ thuật điện tử - viễn thông,"X15(TO-5,SI-1,CNCN-1)",7520207_X15,X15,,0
1203,7520207,Kỹ thuật điện tử - viễn thông,"X16(TO-5,SI-1,CNNN-1)",7520207_X16,X16,,0
1204,7520207,Kỹ thuật điện tử - viễn thông,"X17(TO-5,SU-1,KTPL-1)",7520207_X17,X17,,0
1205,7520207,Kỹ thuật điện tử - viễn thông,"X18(TO-5,SU-1,TI-1)",7520207_X18,X18,,0
1206,7520207,Kỹ thuật điện tử - viễn thông,"X19(TO-5,SU-1,CNCN-1)",7520207_X19,X19,,0
1207,7520207,Kỹ thuật điện tử - viễn thông,"X20(TO-5,SU-1,CNNN-1)",7520207_X20,X20,,0
1208,7520207,Kỹ thuật điện tử - viễn thông,"X21(TO-5,DI-1,KTPL-1)",7520207_X21,X21,,0
1209,7520207,Kỹ thuật điện tử - viễn thông,"X22(TO-5,DI-1,TI-1)",7520207_X22,X22,,0
1210,7520207,Kỹ thuật điện tử - viễn thông,"X23(TO-5,DI-1,CNCN-1)",7520207_X23,X23,,0
1211,7520207,Kỹ thuật điện tử - viễn thông,"X24(TO-5,DI-1,CNNN-1)",7520207_X24,X24,,0
1212,7520207,Kỹ thuật điện tử - viễn thông,"X25(TO-5,N1-1,KTPL-1)",7520207_X25,X25,,0
1213,7520207,Kỹ thuật điện tử - viễn thông,"X26(TO-5,N1-1,TI-1)",7520207_X26,X26,,0
1214,7520207,Kỹ thuật điện tử - viễn thông,"X27(TO-5,N1-1,CNCN-1)",7520207_X27,X27,,0
1215,7520207,Kỹ thuật điện tử - viễn thông,"X28(TO-5,N1-1,CNNN-1)",7520207_X28,X28,,0
1216,7520207,Kỹ thuật điện tử - viễn thông,"X53(TO-5,KTPL-1,TI-1)",7520207_X53,X53,,0
1217,7520207,Kỹ thuật điện tử - viễn thông,"X54(TO-5,KTPL-1,CNCN-1)",7520207_X54,X54,,0
1218,7520207,Kỹ thuật điện tử - viễn thông,"X55(TO-5,KTPL-1,CNNN-1)",7520207_X55,X55,,0
1219,7520207,Kỹ thuật điện tử - viễn thông,"X56(TO-5,TI-1,CNCN-1)",7520207_X56,X56,,0
1220,7520207,Kỹ thuật điện tử - viễn thông,"X57(TO-5,TI-1,CNNN-1)",7520207_X57,X57,,0
1221,7810101,Du lịch,"B03(TO-3,VA-3,SI-1)",7810101_B03,B03,,0
1222,7810101,Du lịch,"C01(TO-3,VA-3,LI-1)",7810101_C01,C01,,"1,62"
1223,7810101,Du lịch,"C02(TO-3,VA-3,HO-1)",7810101_C02,C02,,0
1224,7810101,Du lịch,"C03(TO-3,VA-3,SU-1)",7810101_C03,C03,,0
1225,7810101,Du lịch,"C04(TO-3,VA-3,DI-1)",7810101_C04,C04,,0
1226,7810101,Du lịch,"D01(TO-3,VA-3,N1-1)",7810101_D01,D01,Gốc,0
1227,7810101,Du lịch,"X01(TO-3,VA-3,KTPL-1)",7810101_X01,X01,,0
1228,7810101,Du lịch,"X02(TO-3,VA-3,TI-1)",7810101_X02,X02,,0
1229,7810101,Du lịch,"X03(TO-3,VA-3,CNCN-1)",7810101_X03,X03,,0
1230,7810101,Du lịch,"X04(TO-3,VA-3,CNNN-1)",7810101_X04,X04,,0
1231,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"A00(TO-3,LI-1,HO-1)",7810202_A00,A00,,"0,68"
1232,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"A01(TO-3,LI-1,N1-1)",7810202_A01,A01,,"-0,01"
1233,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"A02(TO-3,LI-1,SI-1)",7810202_A02,A02,,0
1234,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"A03(TO-3,LI-1,SU-1)",7810202_A03,A03,,0
1235,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"A04(TO-3,LI-1,DI-1)",7810202_A04,A04,,0
1236,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"A05(TO-3,HO-1,SU-1)",7810202_A05,A05,,0
1237,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"A06(TO-3,HO-1,DI-1)",7810202_A06,A06,,0
1238,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"A07(TO-3,SU-1,DI-1)",7810202_A07,A07,,0
1239,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"B00(TO-3,HO-1,SI-1)",7810202_B00,B00,,"-0,53"
1240,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"B01(TO-3,SI-1,SU-1)",7810202_B01,B01,,0
1241,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"B02(TO-3,SI-1,DI-1)",7810202_B02,B02,,0
1242,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"B03(TO-3,VA-1,SI-1)",7810202_B03,B03,,0
1243,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"B08(TO-3,SI-1,N1-1)",7810202_B08,B08,,0
1244,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"C01(TO-3,VA-1,LI-1)",7810202_C01,C01,,"1,62"
1245,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"C02(TO-3,VA-1,HO-1)",7810202_C02,C02,,0
1246,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"C03(TO-3,VA-1,SU-1)",7810202_C03,C03,,0
1247,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"C04(TO-3,VA-1,DI-1)",7810202_C04,C04,,0
1248,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"D01(TO-3,VA-1,N1-1)",7810202_D01,D01,Gốc,0
1249,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"D07(TO-3,HO-1,N1-1)",7810202_D07,D07,,"-0,94"
1250,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"D09(TO-3,SU-1,N1-1)",7810202_D09,D09,,0
1251,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"D10(TO-3,DI-1,N1-1)",7810202_D10,D10,,0
1252,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X01(TO-3,VA-1,KTPL-1)",7810202_X01,X01,,0
1253,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X02(TO-3,VA-1,TI-1)",7810202_X02,X02,,0
1254,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X03(TO-3,VA-1,CNCN-1)",7810202_X03,X03,,0
1255,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X04(TO-3,VA-1,CNNN-1)",7810202_X04,X04,,0
1256,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X05(TO-3,LI-1,KTPL-1)",7810202_X05,X05,,0
1257,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X06(TO-3,LI-1,TI-1)",7810202_X06,X06,,0
1258,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X07(TO-3,LI-1,CNCN-1)",7810202_X07,X07,,0
1259,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X08(TO-3,LI-1,CNNN-1)",7810202_X08,X08,,0
1260,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X09(TO-3,HO-1,KTPL-1)",7810202_X09,X09,,0
1261,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X10(TO-3,HO-1,TI-1)",7810202_X10,X10,,0
1262,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X11(TO-3,HO-1,CNCN-1)",7810202_X11,X11,,0
1263,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X12(TO-3,HO-1,CNNN-1)",7810202_X12,X12,,0
1264,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X13(TO-3,SI-1,KTPL-1)",7810202_X13,X13,,0
1265,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X14(TO-3,SI-1,TI-1)",7810202_X14,X14,,0
1266,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X15(TO-3,SI-1,CNCN-1)",7810202_X15,X15,,0
1267,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X16(TO-3,SI-1,CNNN-1)",7810202_X16,X16,,0
1268,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X17(TO-3,SU-1,KTPL-1)",7810202_X17,X17,,0
1269,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X18(TO-3,SU-1,TI-1)",7810202_X18,X18,,0
1270,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X19(TO-3,SU-1,CNCN-1)",7810202_X19,X19,,0
1271,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X20(TO-3,SU-1,CNNN-1)",7810202_X20,X20,,0
1272,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X21(TO-3,DI-1,KTPL-1)",7810202_X21,X21,,0
1273,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X22(TO-3,DI-1,TI-1)",7810202_X22,X22,,0
1274,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X23(TO-3,DI-1,CNCN-1)",7810202_X23,X23,,0
1275,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X24(TO-3,DI-1,CNNN-1)",7810202_X24,X24,,0
1276,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X25(TO-3,N1-1,KTPL-1)",7810202_X25,X25,,0
1277,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X26(TO-3,N1-1,TI-1)",7810202_X26,X26,,0
1278,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X27(TO-3,N1-1,CNCN-1)",7810202_X27,X27,,0
1279,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X28(TO-3,N1-1,CNNN-1)",7810202_X28,X28,,0
1280,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X53(TO-3,KTPL-1,TI-1)",7810202_X53,X53,,0
1281,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X54(TO-3,KTPL-1,CNCN-1)",7810202_X54,X54,,0
1282,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X55(TO-3,KTPL-1,CNNN-1)",7810202_X55,X55,,0
1283,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X56(TO-3,TI-1,CNCN-1)",7810202_X56,X56,,0
1284,7810202,Quản trị nhà hàng và dịch vụ ăn uống,"X57(TO-3,TI-1,CNNN-1)",7810202_X57,X57,,0
1285,7220201CLC,Ngôn ngữ Anh (CLC),"A01(TO-3,LI-1,N1-4)",7220201CLC_A01,A01,,"-0,01"
1286,7220201CLC,Ngôn ngữ Anh (CLC),"B08(TO-3,SI-1,N1-4)",7220201CLC_B08,B08,,0
1287,7220201CLC,Ngôn ngữ Anh (CLC),"D01(TO-3,VA-3,N1-4)",7220201CLC_D01,D01,Gốc,0
1288,7220201CLC,Ngôn ngữ Anh (CLC),"D07(TO-3,HO-1,N1-4)",7220201CLC_D07,D07,,"-0,94"
1289,7220201CLC,Ngôn ngữ Anh (CLC),"D09(TO-3,SU-1,N1-4)",7220201CLC_D09,D09,,0
1290,7220201CLC,Ngôn ngữ Anh (CLC),"D10(TO-3,DI-1,N1-4)",7220201CLC_D10,D10,,0
1291,7220201CLC,Ngôn ngữ Anh (CLC),"D11(VA-3,LI-1,N1-4)",7220201CLC_D11,D11,,0
1292,7220201CLC,Ngôn ngữ Anh (CLC),"D12(VA-3,HO-1,N1-4)",7220201CLC_D12,D12,,0
1293,7220201CLC,Ngôn ngữ Anh (CLC),"D13(VA-3,SI-1,N1-4)",7220201CLC_D13,D13,,0
1294,7220201CLC,Ngôn ngữ Anh (CLC),"D14(VA-3,SU-1,N1-4)",7220201CLC_D14,D14,,0
1295,7220201CLC,Ngôn ngữ Anh (CLC),"D15(VA-3,DI-1,N1-4)",7220201CLC_D15,D15,,0
1296,7220201CLC,Ngôn ngữ Anh (CLC),"X25(TO-3,N1-4,KTPL-1)",7220201CLC_X25,X25,,0
1297,7220201CLC,Ngôn ngữ Anh (CLC),"X26(TO-3,N1-4,TI-1)",7220201CLC_X26,X26,,0
1298,7220201CLC,Ngôn ngữ Anh (CLC),"X27(TO-3,N1-4,CNCN-1)",7220201CLC_X27,X27,,0
1299,7220201CLC,Ngôn ngữ Anh (CLC),"X28(TO-3,N1-4,CNNN-1)",7220201CLC_X28,X28,,0
1300,7220201CLC,Ngôn ngữ Anh (CLC),"X78(VA-3,N1-4,KTPL-1)",7220201CLC_X78,X78,,0
1301,7220201CLC,Ngôn ngữ Anh (CLC),"X79(VA-3,N1-4,TI-1)",7220201CLC_X79,X79,,0
1302,7220201CLC,Ngôn ngữ Anh (CLC),"X80(VA-3,N1-4,CNCN-1)",7220201CLC_X80,X80,,0
1303,7220201CLC,Ngôn ngữ Anh (CLC),"X81(VA-3,N1-4,CNNN-1)",7220201CLC_X81,X81,,0
1304,7340101CLC,Quản trị kinh doanh (CLC),"A00(TO-3,LI-1,HO-1)",7340101CLC_A00,A00,,"0,68"
1305,7340101CLC,Quản trị kinh doanh (CLC),"A01(TO-3,LI-1,N1-1)",7340101CLC_A01,A01,,"-0,01"
1306,7340101CLC,Quản trị kinh doanh (CLC),"A02(TO-3,LI-1,SI-1)",7340101CLC_A02,A02,,0
1307,7340101CLC,Quản trị kinh doanh (CLC),"A03(TO-3,LI-1,SU-1)",7340101CLC_A03,A03,,0
1308,7340101CLC,Quản trị kinh doanh (CLC),"A04(TO-3,LI-1,DI-1)",7340101CLC_A04,A04,,0
1309,7340101CLC,Quản trị kinh doanh (CLC),"A05(TO-3,HO-1,SU-1)",7340101CLC_A05,A05,,0
1310,7340101CLC,Quản trị kinh doanh (CLC),"A06(TO-3,HO-1,DI-1)",7340101CLC_A06,A06,,0
1311,7340101CLC,Quản trị kinh doanh (CLC),"A07(TO-3,SU-1,DI-1)",7340101CLC_A07,A07,,0
1312,7340101CLC,Quản trị kinh doanh (CLC),"B00(TO-3,HO-1,SI-1)",7340101CLC_B00,B00,,"-0,53"
1313,7340101CLC,Quản trị kinh doanh (CLC),"B01(TO-3,SI-1,SU-1)",7340101CLC_B01,B01,,0
1314,7340101CLC,Quản trị kinh doanh (CLC),"B02(TO-3,SI-1,DI-1)",7340101CLC_B02,B02,,0
1315,7340101CLC,Quản trị kinh doanh (CLC),"B03(TO-3,VA-1,SI-1)",7340101CLC_B03,B03,,0
1316,7340101CLC,Quản trị kinh doanh (CLC),"B08(TO-3,SI-1,N1-1)",7340101CLC_B08,B08,,0
1317,7340101CLC,Quản trị kinh doanh (CLC),"C01(TO-3,VA-1,LI-1)",7340101CLC_C01,C01,,"1,62"
1318,7340101CLC,Quản trị kinh doanh (CLC),"C02(TO-3,VA-1,HO-1)",7340101CLC_C02,C02,,0
1319,7340101CLC,Quản trị kinh doanh (CLC),"C03(TO-3,VA-1,SU-1)",7340101CLC_C03,C03,,0
1320,7340101CLC,Quản trị kinh doanh (CLC),"C04(TO-3,VA-1,DI-1)",7340101CLC_C04,C04,,0
